"EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","�..X","Y","objectid","pcds","oa11","laua","ward","lsoa11","msoa11","rgn"
"TRUSTEES OF THE LONDON CLINIC LIMITED","20 Devonshire Place,
London,
United Kingdom,
W1G 6BW","307579","86101",9.1,-9.3,-26.5,-0.2,97,91,46,54,32,68,24,76,41,59,"https://www.thelondonclinic.co.uk/sites/default/files/upload/images/Gender%20Pay%20Gap%20Report%202017.pdf","Al Russell (Chief Executive)","1000 to 4999","TRUSTEES OF THE LONDON CLINIC LIMITED",FALSE,-0.15005044300412,51.523023627176,2430539,"W1G 6BW","E00023811","E09000033","E05000641","E01004716","E02000970","E12000007"
"TRUSTMARQUE SOLUTIONS LIMITED","17 Rochester Row,
London,
United Kingdom,
SW1P 1QT","2183240","62020,
62090",18.1,20.3,43,60.3,12,19.5,70.1,29.9,64.1,35.9,86,14,80.4,19.6,"http://www.capita.com/media/3082/gender-pay-gap-report.pdf","David Deacon (Executive Director of Talent)","250 to 499","TRUSTMARQUE SOLUTIONS LIMITED",FALSE,-0.135176567613907,51.4954412692398,2240040,"SW1P 1QT","E00024005","E09000033","E05000646","E01004744","E02000979","E12000007"
"Ts Tech UK Ltd","5th Floor 6 St Andrew Street,
London,
United Kingdom,
EC4A 3AE","3720346","29320",-0.6,0,-7.3,-2.4,96.5,91.9,87.2,12.8,82.3,17.7,80.7,19.3,70.7,29.3,"","Teresa Newman (HR Section Manager)","500 to 999","Ts Tech UK Ltd",FALSE,-0.107101005084415,51.5169158651066,756113,"EC4A 3AE","E00000026","E09000001","E05009305","E01032740","E02000001","E12000007"
"T-SYSTEMS LIMITED","21st, Floor Euston Tower,
286 Euston Road,
London,
NW1 3DP","1668706","61900,
62090",26.7,26.3,39.5,42.4,93.9,91.6,49,51,70.7,29.3,84,16,80.8,19.2,"https://www.t-systems.com/gb/en/about-t-systems/company/gender-pay-gap/gender-pay-gap-783386","Jake Attfield (Head of HR)","500 to 999","T-SYSTEMS LIMITED",FALSE,-0.139278437002554,51.52523632896,1636217,"NW1 3DP","E00004699","E09000007","E05000142","E01000946","E02000186","E12000007"
"TTT MONEYCORP LIMITED","Floor 5, Zig Zag Building,
70 Victoria Street,
London,
England,
SW1E 6SQ","738837","64999",20,20,62,20,73,71,54,46,59,41,66,34,76,24,"https://www.moneycorp.com/Documents/TTT%20Moneycorp%20LTD%20-%20Gender%20Pay%20Gap%20report%202017.pdf","Mark Horgan (Chief Executive Officer)","250 to 499","TTT MONEYCORP LIMITED",FALSE,-0.138442024005766,51.497327661722,2239417,"SW1E 6SQ","E00023942","E09000033","E05000644","E01004731","E02000979","E12000007"
"TUBE LINES LIMITED","55 Broadway,
London,
United Kingdom,
SW1H 0BD","3923425","42990",20.4,22.8,19.9,0,93.5,94.9,87.8,12.2,95.5,4.5,98,2,97.8,2.2,"https://tfl.gov.uk/corporate/publications-and-reports/equality-and-inclusion-publications#on-this-page-3","Mike Brown MVO (Commissioner)","1000 to 4999","TUBE LINES LIMITED",FALSE,-0.133853665393393,51.4996108361233,2239469,"SW1H 0BD","E00023941","E09000033","E05000644","E01004731","E02000979","E12000007"
"TULLETT PREBON GROUP LIMITED","Tower 42 Level 37,
25 Old Broad Street,
London,
United Kingdom,
EC2N 1HQ","1105245","64205",47.6,44.6,78.2,82.7,82,85.6,66,34,79,21,89,11,95,5,"https://www.tpicap.com/who-we-are/our-commitments","Carrie Heiss (Group Head of HR)","500 to 999","TULLETT PREBON GROUP LIMITED",FALSE,-0.083993440613324,51.515263604954,751978,"EC2N 1HQ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"TULLOW GROUP SERVICES LIMITED","9 Chiswick Park,
566 Chiswick High Road,
London,
United Kingdom,
W4 5XT","5660209","6100,
6200",44,49,53,52,95,97,51,49,65,35,91,9,90,10,"https://www.tullowoil.com/about-us/corporate-governance/InclusionandDiversity","Deirdre Murray (Group HR director)","250 to 499","TULLOW GROUP SERVICES LIMITED",FALSE,-0.273505826044802,51.4951219037493,2450826,"W4 5XT","E00013383","E09000018","E05000365","E01002691","E02006792","E12000007"
"TURNER BROADCASTING SYSTEM EUROPE LIMITED","Turner House,
16 Great Marlborough Street,
London,
United Kingdom,
W1F 7HS","1927955","59113,
59133,
60200,
63120",30.2,28.6,66.1,59.5,86,85,33,67,36,64,52,48,64,36,"https://www.turner.com/s3fs-public/Turner_UK_Gender_Pay_Gap_Report_2017.pdf","Ellie Browne (Vice President Legal)","250 to 499","TURNER BROADCASTING SYSTEM EUROPE LIMITED",FALSE,-0.139082204469713,51.5144959228382,2429729,"W1F 7HS","E00175191","E09000033","E05000649","E01033595","E02000972","E12000007"
"Turning Point","Standon House,
21 Mansell Street,
London,
United Kingdom,
E1 8AA","793558","87100,
87200,
88100,
88990",12.9,3.2,-17.7,0,5.1,5.7,28.2,71.8,26.2,73.8,30.2,69.8,33.1,66.9,"http://www.turning-point.co.uk/corporate-statements.aspx","Julie Bass (Group Managing Director)","1000 to 4999","Turning Point",FALSE,-0.073160452793728,51.5137640518219,720707,"E1 8AA","E00021744","E09000030","E05009336","E01032767","E02000884","E12000007"
"TWINMAR LIMITED","York House,
Empire Way,
Wembley,
Middlesex,
United Kingdom,
HA9 0FQ","763926","47721",21,0,67.4,0,39.8,25.2,43.8,56.2,48.6,51.4,42.9,57.1,65.7,34.3,"","Marcel Bordon (CEO)","250 to 499","TWINMAR LIMITED",FALSE,-0.284919855737244,51.5563754668085,978982,"HA9 0FQ","E00174722","E09000005","E05000102","E01033424","E02000109","E12000007"
"Twyford Church of England Academies Trust","Twyford C Of E High School Twyford Crescent,
Acton,
London,
W3 9PP","7648968","1,
85310",11.2,15.8,0,0,0,0,23,77,32,68,35,65,46,54,"https://twyfordacademies.org.uk/about-us/reports#gender-pay-gap-report","","250 to 499","Twyford Church of England Academies Trust",FALSE,-0.281360785464246,51.5091936654674,2448859,"W3 9PP","E00006749","E09000009","E05000188","E01001354","E02000264","E12000007"
"UBM (UK) LIMITED","240 Blackfriars Road,
London,
England,
United Kingdom,
SE1 8BF","370721","82990",28,19.6,43.3,55.3,20.6,23.7,34,66,35,65,40,60,62,38,"http://www.ubm.com/","Tim Cobbold (Chief Executive)","250 to 499","UBM (UK) LIMITED",FALSE,-0.104078995916854,51.5063904736064,2008484,"SE1 8BF","E00019777","E09000028","E05000536","E01003934","E02000808","E12000007"
"UCL","Gower Street,
Bloomsbury,
WC1E 6BT","","1",17.5,8.9,23.8,16.7,2.6,1.4,36,64,47,53,47,53,63,37,"https://www.ucl.ac.uk/human-resources/sites/human-resources/files/ucl_gender_and_ethnicity_pay_report_2018.pdf","","5000 to 19,999","UCL",FALSE,-0.132398064962746,51.523571261376,2484317,"WC1E 6BT","E00174653","E09000007","E05000129","E01000854","E02000191","E12000007"
"UK Armed Forces","The Ministry of Defence,
6-N-10 MOD Main Building,
Whitehall, London,
SW1A 2HB","","1",0.9,0.2,7.9,0,20.9,23.1,89.4,10.6,90.4,9.6,90,10,90,10,"https://www.gov.uk/government/publications/mod-gender-pay-gap-report-201617","","20,000 or more","UK Armed Forces",FALSE,-0.125422185326008,51.5056453952031,2239002,"SW1A 2HB","E00023936","E09000033","E05000644","E01004736","E02000977","E12000007"
"UK Export Finance","1 Horse Guards Road,
London,
SW1A 2HQ","","1",16,16.3,22.4,7.8,46,51,47,53,72,28,64,36,73,27,"https://www.gov.uk/government/publications/uk-export-finance-ukef-gender-pay-gap-report-2016-to-2017","","Not Provided","UK Export Finance",FALSE,-0.129225698203432,51.5017942837521,2239012,"SW1A 2HQ","E00175226","E09000033","E05000644","E01004731","E02000979","E12000007"
"UK MISSION ENTERPRISE LIMITED","160, Brompton Road,
London,
England,
SW3 1HW","5600850","78200",23.7,19.2,21.9,12,98,97,36,64,33,67,79,21,77,23,"http://www.ukme.co.uk","Abdulla Shakeri (Managing Director)","500 to 999","UK MISSION ENTERPRISE LIMITED",FALSE,-0.167089207731586,51.4982644678149,2247717,"SW3 1HW","E00014090","E09000020","E05009389","E01002819","E02000588","E12000007"
"UK POWER NETWORKS (OPERATIONS) LIMITED","Newington House,
237 Southwark Bridge Road,
London,
United Kingdom,
SE1 6NP","3870728","35110",20.1,18.3,43.2,37,97,92.8,61.9,38.1,86.6,13.4,83.1,16.9,89.7,10.3,"http://www.ukpowernetworks.co.uk/internet/en/about-us/documents/Gender%20pay%20report.pdf","Andrew Pace (Director of HR)","1000 to 4999","UK POWER NETWORKS (OPERATIONS) LIMITED",FALSE,-0.099752304772598,51.4985147259681,2007907,"SE1 6NP","E00166637","E09000028","E05000536","E01003927","E02000808","E12000007"
"UK POWER NETWORKS (SOUTH EAST SERVICES) LIMITED","Newington House,
237 Southwark Bridge Road,
London,
United Kingdom,
SE1 6NP","2743900","82990",4.7,2.9,76.7,79.1,79.7,65,88.3,11.7,89.7,10.3,94.9,5.1,97.1,2.9,"http://www.ukpowernetworks.co.uk/internet/en/about-us/documents/Gender%20pay%20report.pdf","Andrew Pace (Director of HR)","500 to 999","UK POWER NETWORKS (SOUTH EAST SERVICES) LIMITED",FALSE,-0.099752304772598,51.4985147259681,2007907,"SE1 6NP","E00166637","E09000028","E05000536","E01003927","E02000808","E12000007"
"UKTV MEDIA LIMITED","10 Hammersmith Grove,
London,
United Kingdom,
W6 7AP","4266373","60200",17.9,12.4,52,16.3,87,84,27,73,47,53,40,60,46,54,"https://uktv-static.s3.amazonaws.com/prod/corporate/corporate_downloads/UKTV_-_Gender_Pay_Gap_Report_2017.pdf","Darren Childs (CEO)","250 to 499","UKTV MEDIA LIMITED",FALSE,-0.225439851040019,51.4938021990033,2453546,"W6 7AP","E00009487","E09000013","E05000256","E01001898","E02000384","E12000007"
"ULTRA ELECTRONICS LIMITED","417 Bridport Road,
Greenford,
Middlesex,
United Kingdom,
UB6 8UA","2830644","32990",17.2,26.6,59.3,20,48.1,50.3,62,38,75,25,85,15,88,12,"https://www.ultra-electronics.com/about-us/corporate-responsibility/gender-pay-gap.aspx","Douglas Caster (Executive Chairman)","1000 to 4999","ULTRA ELECTRONICS LIMITED",FALSE,-0.363831017460323,51.5414142702832,2414820,"UB6 8UA","E00006322","E09000009","E05000178","E01001265","E02000243","E12000007"
"UNDERDOG GROUP LIMITED","Unit 402 70 Wapping Wall,
London,
United Kingdom,
E1W 3SS","8542386","82990",-6.5,-1.3,10.9,-12.5,9.4,13.2,71.4,28.6,64.3,35.7,74.5,25.5,60.1,39.9,"https://thehawksmoor.com/wp-content/uploads/2018/04/Gender-pay-gap-statement.pdf","Alex McLauchlan (Chief Financial Officer)","500 to 999","UNDERDOG GROUP LIMITED",FALSE,-0.052443690335269,51.5064703382787,734733,"E1W 3SS","E00021633","E09000030","E05009330","E01004297","E02000890","E12000007"
"Unicredit Bank Aktiengesellschaft","Moor House,
120 London Wall,
LONDON,
LONDON,
United Kingdom,
EC2Y 5ET","FC009673","",41.3,51.9,45.8,65.5,91,84.4,37.2,62.8,70.8,29.2,77.8,22.2,88.8,11.2,"https://www.cib.unicredit.eu/en/media-section/news-folder/2017/UK_GenderPayGap_Report_2017.html","Christian Steffens (UK Country Head)","250 to 499","Unicredit Bank Aktiengesellschaft",FALSE,-0.0898017032959,51.517678505259,753360,"EC2Y 5ET","E00000021","E09000001","E05009302","E01000002","E02000001","E12000007"
"UNILEVER U.K. CENTRAL RESOURCES LIMITED","Unilever House, 100 Victoria Embankment,
London,
EC4Y 0DY","29140","72190,
82990",18.6,14.9,48,43.4,97.2,97.1,37,63,38.2,61.8,47.8,52.2,55.8,44.2,"https://www.unilever.co.uk/about/who-we-are/diversity-and-inclusion/","Placid Jover (Vice President of Human Resources, Unilever UK and Ireland)","Not Provided","UNILEVER U.K. CENTRAL RESOURCES LIMITED",FALSE,-0.104915730762502,51.5115748440635,757988,"EC4Y 0DY","E00000025","E09000001","E05009305","E01032740","E02000001","E12000007"
"UNION STREET CAFE LIMITED","539-547, Wandsworth Road,
London,
SW8 3JD","7329196","56101",13.5,4.9,70.3,50,9.9,5.4,62.7,37.3,67.3,32.7,73,27,79.4,20.6,"https://www.gordonramsayrestaurants.com/careers/about/gender-pay-gap-gordon-ramsay-restaurants","Andy Wenlock (Chief Operating Officer)","500 to 999","UNION STREET CAFE LIMITED",FALSE,-0.140772328133772,51.4694333755853,2256367,"SW8 3JD","E00015335","E09000022","E05000419","E01003034","E02000629","E12000007"
"Uniqlo Europe Ltd","1 Kingsway,
6th Floor,
London,
United Kingdom,
WC2B 6AN","4845064","47710,
47721",21,0,34.6,-60.6,50.3,48.7,30.2,69.8,33.9,66.1,35.3,64.7,37.4,62.6,"https://www.uniqlo.com/uk/en/company/uniqlo-gender-pay-gap-report-2017.pdf","Taku Morikawa (CEO)","500 to 999","Uniqlo Europe Ltd",FALSE,-0.117899277241208,51.5133576065556,2488074,"WC2B 6AN","E00023930","E09000033","E05000644","E01004735","E02000977","E12000007"
"UNISON","130 Euston Road,
London,
NW1 2AY","","94200",10.4,15.8,0,0,0,0,26,74,28.4,71.6,39.6,60.4,50.3,49.7,"","Edmund King (Head of HR Mgt & Employee Relations)","1000 to 4999","UNISON",FALSE,-0.129597511447798,51.5282388385776,1635908,"NW1 2AY","E00004731","E09000007","E05000143","E01000956","E02000187","E12000007"
"UNISYS LIMITED","1st Floor, Building 6 Chiswick Park,
566 Chiswick High Road,
London,
United Kingdom,
W4 5HR","103709","62012",4.7,-0.4,57.6,27.5,32.6,38.2,84.4,15.6,87,13,84.3,15.7,86.1,13.9,"http://www.unisys.co.uk/aboutus/about-unisys-uk/gender-pay-data","Karen Webb (HR Director)","250 to 499","UNISYS LIMITED",FALSE,-0.275132248491985,51.4963058674163,2450604,"W4 5HR","E00013383","E09000018","E05000365","E01002691","E02006792","E12000007"
"Unite the Union","128 Theobalds Road,
London,
WC1X 8TN","","",19.8,29.6,0,0,0,0,28.2,71.8,65.6,34.4,64.9,35.1,73.8,26.2,"http://www.unitetheunion.org/uploaded/documents/paygapreport11-34044.pdf","Len McCluskey (General Secretary)","1000 to 4999","Unite the Union",TRUE,-0.120421063794666,51.5196659870115,2486897,"WC1X 8TN","E00004521","E09000007","E05000138","E01000914","E02000193","E12000007"
"UNITED AIRLINES INC","World Business Centre 1 Newall Road,,
Hounslow,
TW6 2FA","BR010760","",7.7,4.3,1.7,7,98.6,100,56.5,43.5,69.6,30.4,57.8,42.2,76.5,23.5,"https://www.united.com/web/en-US/content/company/globalcitizenship/default.aspx","Fergal O'Connor (Managing Director - Int'l Accounting and Finance)","500 to 999","UNITED AIRLINES INC",FALSE,-0.442237545122096,51.4805518802869,2402887,"TW6 2FA","E00012194","E09000017","E05000331","E01002447","E02000524","E12000007"
"UNITED BISCUITS (UK) LIMITED","Hayes Park,
Hayes End Road,
Hayes,
Middlesex,
United Kingdom,
UB4 8EE","2506007","10720",9.6,9.3,8.7,27.8,59.9,64,48.2,51.8,70.8,29.2,71.3,28.7,71.8,28.2,"http://www.unitedbiscuits.com/wp-content/uploads/2018/03/PLADIS_Gender-Pay-Gap-Report_Feb18_11055_v10.pdf","Nick Bunker (Managing Director, pladis UK and Ireland)","1000 to 4999","UNITED BISCUITS (UK) LIMITED",FALSE,-0.431253442535561,51.5316255061935,2412045,"UB4 8EE","E00012091","E09000017","E05000328","E01002423","E02000511","E12000007"
"UNITED CINEMAS INTERNATIONAL (UK) LIMITED","St Albans House,
57-59 Haymarket,
London,
United Kingdom,
SW1Y 4QX","1732125","59131",8.1,3.9,73.6,20,55.9,53.9,43,57,52,48,54,46,55,45,"https://www.odeoncinemasgroup.com/cr/odeon-gender-pay-gap-report/","Mark Way (President AMC Europe & Managing Director ODEON Cinemas Group)","1000 to 4999","UNITED CINEMAS INTERNATIONAL (UK) LIMITED",FALSE,-0.132474942919096,51.5090132674732,2244423,"SW1Y 4QX","E00023935","E09000033","E05000644","E01004736","E02000977","E12000007"
"UNITED KINGDOM ANTI-DOPING LIMITED","Fleetbank House, 2-6 Salisbury Square,
London,
EC4Y 8AE","6990867","63990,
74909,
84110,
85510",0.9,3.1,13.4,6.4,100,100,38.5,61.5,58.3,41.7,46.2,53.8,61.5,38.5,"https://www.ukad.org.uk/news/article/uk-anti-doping-gender-pay-gap-report/","Sherilee Charles (HR Manager)","250 to 499","UNITED KINGDOM ANTI-DOPING LIMITED",FALSE,-0.106759140459307,51.5136909348505,758234,"EC4Y 8AE","E00000025","E09000001","E05009305","E01032740","E02000001","E12000007"
"United Response","Jerome Walls, Highland House 165 The Broadway,
Wimbledon,
London,
England,
SW19 1NE","1133776","96090",-1.6,0.4,-3.7,8.8,36.3,44.3,28.1,71.9,32.1,67.9,29.9,70.1,26.9,73.1,"https://www.unitedresponse.org.uk/annual-reports-and-accounts","Mark Ospedale (Director of People and Communications)","1000 to 4999","United Response",FALSE,-0.198353231398171,51.4189204361786,2236110,"SW19 1NE","E00017005","E09000024","E05000455","E01003358","E02000697","E12000007"
"United Westminster Schools Foundation","Alexandra House,
London,
London,
United Kingdom,
SW1E 6DY","","1,
85590",16.9,18.5,0,0,0,0,31.9,68.1,31,69,38.9,61.1,56.3,43.7,"http://westminstergreycoat.org/","","250 to 499","United Westminster Schools Foundation",FALSE,-0.140135381267461,51.4992609833813,2239311,"SW1E 6DY","E00023938","E09000033","E05000644","E01004736","E02000977","E12000007"
"UNITRUST PROTECTION SERVICES (U.K.) LIMITED","Unitrust House, Heather Park Drive,
Wembley,
HA0 1SS","1335720","80100,
80200,
80300",0.3,-3.3,-45.2,-145,17.3,20,87.9,12.1,89.2,10.8,84.6,15.4,84.6,15.4,"http://www.unitrust.co.uk/","Paul Griffin (Chairman)","250 to 499","UNITRUST PROTECTION SERVICES (U.K.) LIMITED",FALSE,-0.279400725941372,51.5424552050501,963780,"HA0 1SS","E00002339","E09000005","E05000085","E01000477","E02000118","E12000007"
"Unity Contracting Services Ltd","164-168 Cricklewood Broadway,
London,
United Kingdom,
NW2 3ED","5952128","43999",-69.4,-3.4,45.1,6.2,10.2,8.3,97.2,2.8,98.6,1.4,98.6,1.4,40,60,"","Bhavin Ruparelia (Operations Manager)","250 to 499","Unity Contracting Services Ltd",FALSE,-0.214881688652733,51.5567701837535,1645294,"NW2 3ED","E00000685","E09000003","E05000045","E01000141","E02000062","E12000007"
"UNIVERSAL CARE SERVICES (UK) LIMITED","125-135, Quest House 3rd Floor Staines Road,
Hounslow,
England,
TW3 3JB","6923671","86900,
88100",7,0,0,0,0,0,8.6,91.4,4.2,95.8,12.7,87.3,11.3,88.7,"","Lisa Cole (Head Of Payroll)","250 to 499","UNIVERSAL CARE SERVICES (UK) LIMITED",FALSE,-0.37253594141424,51.466745422344,2400367,"TW3 3JB","E00013219","E09000018","E05000361","E01002664","E02000542","E12000007"
"UNIVERSAL COMMERCIAL GUARDING LIMITED","326, City Road,
London,
EC1V 2AA","2899949","80100",-10,-6,0,0,0,0,95,5,80,20,80,20,85,15,"","James Blake-Baldwin (Commercial Director)","250 to 499","UNIVERSAL COMMERCIAL GUARDING LIMITED",TRUE,-0.101248680577236,51.5304362774684,748961,"EC1V 2AA","E00013439","E09000019","E05000367","E01002707","E02000575","E12000007"
"UNIVERSAL MUSIC HOLDINGS LIMITED","364-366 Kensington High Street,
London,
United Kingdom,
W14 8NS","5344517","70100",29.8,16.7,49.2,30.4,74,74,51,49,57,43,57,43,70,30,"https://umusic.co.uk/gender-pay-report-april-2017.pdf","David Sharpe (Chief Operating Officer of Universal Music UK)","1000 to 4999","UNIVERSAL MUSIC HOLDINGS LIMITED",FALSE,-0.205301669917683,51.4970658716575,2424359,"W14 8NS","E00014398","E09000020","E05009397","E01002867","E02000585","E12000007"
"University  of East London","University Way,
E16 2RD","","1,
85320,
85421,
85422,
85510,
85520",8.7,5.1,0,0,0,0,34,66,43,57,47,53,53,47,"","","1000 to 4999","University  of East London",FALSE,0.063233740396354,51.5075672516779,730290,"E16 2RD","E00017610","E09000025","E05000475","E01003481","E02000748","E12000007"
"University College Hospital NHS Trust","Hospital/South Side,
Gower Street,
London,
London,
United Kingdom,
WC1E 6HH","","1,
86210",15.4,9.5,20.4,13.9,6.7,1.5,30.9,69.1,22.2,77.8,23.7,76.3,42.7,57.3,"https://www.uclh.nhs.uk/aboutus/wwd/Pages/Genderpaygap.aspx","","5000 to 19,999","University College Hospital NHS Trust",FALSE,-0.131418818953553,51.5210826699924,2484356,"WC1E 6HH","E00004195","E09000007","E05000129","E01000850","E02000191","E12000007"
"University College School","Frognal,
Hampstead,
London,
NW3 6XH","","85200,
85310",12.5,19.4,17.7,-35,4.9,3.1,57.4,42.6,36.8,63.2,42.6,57.4,73.1,26.9,"","Mark Beard (Headmaster)","250 to 499","University College School",FALSE,-0.181082008189739,51.5535082504527,1649323,"NW3 6XH","E00004324","E09000007","E05000133","E01000879","E02000169","E12000007"
"University of Greenwich","Southwood Site,
Avery Hill Campus,
Eltham, London,
SE9 2UG","","1,
85421",13,17.6,0,0,1.1,0.4,40.6,59.4,34.5,65.5,49.8,50.2,57.9,42.1,"https://docs.gre.ac.uk/rep/human-resources/gender-pay-gap-report-2017","","1000 to 4999","University of Greenwich",FALSE,0.080986801460066,51.4461827904595,2037827,"SE9 2UG","E00176492","E09000011","E05000219","E01033729","E02000342","E12000007"
"University of London","Senate House,
Malet Street,
London,
London,
United Kingdom,
WC1E 7HU","","1,
85421",14.8,10.9,38.8,64,0.5,1.3,37,63,38.5,61.5,41,59,58,42,"https://london.ac.uk/sites/default/files/uploads/UoL-Gender-Pay-Gap.pdf","","500 to 999","University of London",FALSE,-0.128698024462628,51.5206436227443,2484500,"WC1E 7HU","E00174659","E09000007","E05000129","E01000855","E02000193","E12000007"
"University of the Arts, London","272 High Holborn,
London,
WC1V 7EY","","1,
85421",5.6,7.1,18.8,11.1,6.4,5.9,37.7,62.3,37.8,62.2,43.3,56.7,48.9,51.1,"http://www.arts.ac.uk/about-ual/diversity/equality-objectives-and-reports/","","1000 to 4999","University of the Arts, London",FALSE,-0.116362568180081,51.5177663699236,2486424,"WC1V 7EY","E00004524","E09000007","E05000138","E01000914","E02000193","E12000007"
"University of West London","St Mary's Road,,
Ealing,
London,
W5 5RF","","1,
85421",8.4,2.7,11.9,10.2,80.8,87.6,40.3,59.7,52.4,47.6,48.5,51.5,51.4,48.6,"https://www.uwl.ac.uk/sites/default/files/Departments/About-us/Web/PDF/uwl_gender_pay_gap_report_2017.pdf","","1000 to 4999","University of West London",FALSE,-0.302991026740821,51.5072603380696,2452623,"W5 5RF","E00006180","E09000009","E05000174","E01001230","E02000268","E12000007"
"University Schools Trust,East London","125 St Paul's Way,
London,
E3 4FT","7742547","1,
85100,
85200,
85310,
85320",17,20.9,0,0,0,0,33,67,41,59,42,58,48.5,51.5,"https://uschoolstrust.net/key-documents/","","250 to 499","UNIVERSITY SCHOOLS TRUST, EAST LONDON",FALSE,-0.02459461900155,51.5186484734756,737492,"E3 4FT","E00021488","E09000030","E05009327","E01004272","E02000877","E12000007"
"UPDATA INFRASTRUCTURE (UK) LIMITED","17, Rochester Row,
London,
SW1P 1QT","6957593","62090",15.6,31.2,46.7,3.4,4.7,8.3,32.3,67.7,83.9,16.1,93.6,6.4,90.5,9.5,"http://www.capita.com/media/3082/gender-pay-gap-report.pdf","David Deacon (Executive Director of Talent)","250 to 499","UPDATA INFRASTRUCTURE (UK) LIMITED",FALSE,-0.135176567613907,51.4954412692398,2240040,"SW1P 1QT","E00024005","E09000033","E05000646","E01004744","E02000979","E12000007"
"UPS LIMITED","Ups House,
Forest Road,
Feltham,
Middlesex,
United Kingdom,
TW13 7DY","1933173","53202",1.6,19.8,-6.2,-6.7,6.4,8.7,82.3,17.7,77.5,22.5,91.5,8.5,84.4,15.6,"https://www.ups.com/assets/resources/media/en_GB/UK-gender-pay-gap-report.pdf","Luis Arriaga (UPS President, UK, Ireland & Nordics)","5000 to 19,999","UPS LIMITED",FALSE,-0.403939170922093,51.441882007259,2392272,"TW13 7DY","E00013021","E09000018","E05000354","E01002615","E02000551","E12000007"
"URBN UK LIMITED","STEPHENSON HARWOOD,
1 Finsbury Circus,
London,
United Kingdom,
EC2M 7SH","3124253","47710",4,-9.6,-0.7,-7.8,53,55,29,71,36,64,28,72,27,73,"https://www.urbanoutfitters.com/en-gb/gender-pay-reporting-statement","Emily Lofting-Kisakye (HR Director)","1000 to 4999","URBN UK LIMITED",FALSE,-0.087354720755978,51.5182860863998,751894,"EC2M 7SH","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"UST GLOBAL PRIVATE LIMITED","5th, Floor,
40 Portman Square,
London,
W1H 6LT","5795168","62020",16.5,6,91.8,0,19,14,73,27,85,15,85,15,94,6,"","Sajan Pillai (Director)","250 to 499","UST GLOBAL PRIVATE LIMITED",FALSE,-0.155553583624589,51.5149089569491,2432291,"W1H 6LT","E00023834","E09000033","E05000641","E01004714","E02000970","E12000007"
"Uxbridge College","Park Road,
Uxbridge,
Middlesex,
United Kingdom,
UB8 1NQ","","1,
85320",12,16,0,0,2.1,1.9,23.4,76.6,33.1,66.9,41.1,58.9,57.6,42.4,"https://www.uxbridgecollege.ac.uk/images/pdf/About-Us/Equality__Diversity/Uxbridge-College-Gender-Pay-Gap-Report-March-2017.pd","","500 to 999","Uxbridge College",FALSE,-0.469103347649682,51.549948534292,2416406,"UB8 1NQ","E00012515","E09000017","E05000340","E01002515","E02000508","E12000007"
"V.G.CLEMENTS (CONTRACTORS) LIMITED","Cardinal House,
Bury Street,
Ruislip,
United Kingdom,
HA4 7GD","651051","41201",30.5,27.1,73.6,62,81.6,65.2,95.1,4.9,98.6,1.4,99.3,0.7,100,0,"https://vgcgroup.co.uk/careers/equality-diversity-and-inclusion/","Ciara Pryce (Group Services Director)","1000 to 4999","V.G.CLEMENTS (CONTRACTORS) LIMITED",FALSE,-0.435786352176034,51.588616161584,971346,"HA4 7GD","E00012608","E09000017","E05000343","E01002538","E02000498","E12000007"
"V.SHIPS UK LIMITED","1st Floor 63 Queen Victoria Street,
London,
United Kingdom,
EC4N 4UA","2268506","52220",44.8,48.4,1.8,-290,8.9,7.6,44,56,62,38,89,11,96,4,"http://vgrouplimited.com/media/171727/Gender_Pay_Gap_Report.pdf","Jim McHugh (Chief HR Officer)","250 to 499","V.SHIPS UK LIMITED",FALSE,-0.094127747840251,51.5121104545622,756755,"EC4N 4UA","E00166757","E09000001","E05009309","E01032739","E02000001","E12000007"
"VACHERIN LIMITED","16-18 Hatton Garden,
London,
United Kingdom,
EC1N 8AT","4516461","56290",10.3,8.7,-3.1,11.1,4.7,8.9,51.3,48.7,55.8,44.2,54.9,45.1,62.8,37.2,"","Dale Thompson (HR Director)","Not Provided","VACHERIN LIMITED",FALSE,-0.10765950032541,51.5187414118438,747473,"EC1N 8AT","E00004547","E09000007","E05000138","E01000916","E02000192","E12000007"
